291, 326
303, 313
318, 306
336, 306
356, 305
376, 306
400, 306
422, 305
441, 306
460, 304
483, 307
498, 313
507, 325
510, 341
509, 355
505, 367
500, 378
494, 389
485, 399
476, 406
467, 413
456, 419
446, 424
434, 427
422, 430
402, 432
383, 431
369, 428
356, 424
340, 417
327, 409
316, 400
307, 390
299, 379
294, 368
290, 355
288, 344
288, 332
