170, 336
117, 328
80, 311
57, 273
52, 224
60, 174
73, 140
86, 110
106, 80
137, 50
181, 29
221, 27
258, 38
295, 65
324, 108
335, 178
327, 223
309, 265
284, 300
234, 330
626, 336
681, 329
719, 311
740, 274
746, 229
742, 189
728, 149
711, 112
684, 73
642, 41
590, 29
532, 41
493, 73
474, 105
461, 174
469, 221
484, 261
514, 303
557, 329
594, 337
